"","klasifikasi","x"
"692","Negatif","alhamdulillah busui udah lengkap dosis vaksin sinovac gin nda keran"
"184","Negatif","besok juta hari rutin dapat sinovac tidak hati"
"796","Netral","vaksin mung sinovac sok kemlinthi le"
"187","Negatif","paksa sinovac efikasinya emang rendah negara lindung rakyat aneh ka"
"253","Negatif","vaksin sinovac panggil"
"527","Positif","gerai vaksin sinovac warga masyarakat lurah ciketing udik camat bantargebang kota bekas"
"1431","Negatif","ciputra world jadwal sinovac"
"526","Positif","juta dosis vaksin remaja lingkung usia china pharmaniaga"
"842","Netral","malaysia lapor kelulus syarat vaksin covid keluar biotech ltd china guna"
"1164","Positif","baik vaksin lengkap negara arab saudi terima vaksin sinovac"
"933","Netral","sdf informasi vaksin sinovac dosis rek gawe mene"
"1157","Negatif","feeling engkuk masuk kabupaten s iki ng malang"
"1099","Netral","cah informasi vaksin sinovac dosis makasih"
"1302","Positif","ajar smp kabupaten pasuruan terima suntik vaksin sinovac"
"579","Negatif","cek peduli lindung pke vaksin sinovac a"
"628","Positif","efek vaksin sinovac laper tidak laper capek ngantuk doang"
"510","Netral","tanyaaa vaksin astrazeneca seifikatnya sinovac"
"1228","Positif","menteri kesihatan malaysia kkm bersetuju kelulus syarat guna vaksin coronavac k"
"1404","Positif","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area pe"
"1407","Positif","wahh moga keluarga sehat keluarga alhamdulill"
"1366","Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"42","Negatif","st panel pn kaji teknologi sptotnya pakai virus btol mrna comes from dna copy of vir"
"1218","Netral","adik adik jangan takut ambil vaksin kena gigit semut je"
"104","Netral","ayo vaksin astrazeneca dosis sinovac dosis biddokkes polda kepri kepri mall"
"595","Negatif","asik q gaib ngelurusin bukan neger nya but dipeanyakan"
"306","Positif","salah multiple allergies proceed nak vaksin pilih doktor na"
"134","Negatif","vaksinasi dosis drive thru fk kmk ugm gelar sleman komando distrik militer sleman b"
"1025","Positif","vaksin sinovac gratis ampminggu vihara avalokiteswara kelbanten keckasemen kota serang"
"1095","Netral","adekku tim sinovac abis vaksin langsung nyuci piring jemur baju tidak asa"
"429","Netral","kerja vaksin sinovac"
"1324","Netral","hahahah bokap lucu banget en vaksin sinovac moderna katane nyg ash remaja ueueueu gemeshh"
"388","Netral","vaksin ama dosis jenis sinovac"
"1143","Netral","uda vaksin sinovac kali booster pakai moderna"
"1036","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin indonesia ruji keamanann"
"1426","Positif","jog vaksin gratis bawa fc ktp jenis sinovac"
"1022","Negatif","informasi vaksin covid massal bogor polsek caringin pakai sinovac dosis masyarakat"
"61","Negatif","eh serius mikirin biaya sgmalaythai the most impoant thing mikir vaksinnnnn"
"1207","Positif","u budiw babinsa koramil kemiri damping suntik vaksin sinovac tenaga sehat"
"333","Netral","abis vaksin pegal ngantuk doang sih malemnya ngomong ngomong sinovac dapetnya"
"1288","Netral","vaksin seling gaboleh kayak dosis sinovac dosis astrazeneca zeneca"
"1293","Negatif","anw vaksin ama pegal lebam cuy sinovac"
"1480","Netral","udah sih full vaksin sinovac"
"586","Netral","ins besok jadwal vaksinasi covid masyarakat jenis vaksin"
"532","Netral","reposted from vaksinasi covid dosis laksana keluarga gawai l"
"443","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ilang"
"1434","Netral","polres madiun gelar serbu vaksinasi covid dosis vaksin sinovac sip masyarakat b"
"645","Positif","keluarga terima vaksin sinovac temanteman banyak astrazeneca dap"
"263","Positif","wamenkes datang vaksin janssen sinovac dukung cepat vaksinasi nasional"
"3","Netral","sd selesai serka joko waliman babinsa ds bendo koramil sukodono lakgiat pendampin"
"112","Netral","jenis vaksin sinovac astrazeneca moderna"
"497","Netral","bisa vaksin ama sinovac astrazeneca"
"896","Positif","vaksin sinopharm sinovac teh tidak lihat google beda inget pas vaksin nakes bilang sinovac"
"965","Positif","even lepas tamadun china kaedah virolasi hasil vaksin kaedah dorn"
"189","Negatif","hahaha salah judul mah pemerintah sediain sinovac tidak pakai sinovac"
"1017","Positif","mjb pacar asma slesai vaksin dosis pakai vaksin sinovac alhamdu"
"176","Positif","serbu vaksin sinovac dosis desa sumberejo mranggen tembus target vaksin"
"639","Negatif","asline powerrenjes mergo bar vaksin sinovac kuat ilang"
"514","Positif","pahit manis ppv integrasi idcc shah alam beri vaksinasi samada vaksin astrazeneca sinov"
"828","Positif","piem mail negara tuju terima rakyat lengkap vaksin sinovac awak terminal"
"833","Positif","ayo hadir gerai vaksin tni polri laksana w"
"395","Positif","kapolsek jatibarang forkopimcam monitoring laksana vaksinasi dosis i mts assysyafiiyah"
"749","Netral","om vaksin sinovac mana"
"1023","Negatif","guna vaksin sinovac golong remaja umur benar ketua arah kesihatan"
"403","Positif","staf lepas tarikh suntik dosis vaksin pfizer astrazaneca sino"
"17","Negatif","vaksin sinovac balas tolong tangerang"
"183","Positif","pemerintah upaya sedia vaksin baik skema multilateral bilateral cukup"
"673","Negatif","ketua riset uji klinis sinovac bandung prof kusnandi ungkap efikasi vaksin sinovac kurang"
"1323","Negatif","vaksin sinovac positif masuk rumah sakit"
"563","Positif","giat vaksinasi tahap vaksin jenis pfizer puskesmas kedungwaringin bripka rifai lantas himbau warga"
"368","Positif","syukur keluarga vaksin sinovaccoronavac vaxzevria moderna moga paring sehat kabeh"
"1227","Positif","vaksin sinovac china indonesia vaksin sinopal"
"424","Negatif","charm vaksin sinovac rmupah lebar ring lebar berat tidak tidak tidak tidak tidak tidak tidak"
"1194","Netral","udah tetangga update vaksin sedia puskesmas dekat rumah sinovac"
"1127","Positif","vaksin ve sinovac aman"
"29","Negatif","informasi vaksin sinovac dosis malang"
"43","Netral","lihat balas bilang sakit jujur tidak baik banget dri ama s"
"279","Positif","buka daftar vaksinasi rsia asyifa depok jenis vaksin sinovac link daftar"
"1013","Positif","laksana vaksinasi massal dosis dosis vaksin sinovac gerai vaksin presisi polres brebes masuk"
"451","Negatif","gapapa vaksin sinovac"
"617","Netral","jika"
"1269","Netral","aing vaksin ci nya sinovac"
"746","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca h"
"245","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak teera"
"1415","Negatif","negara mula keluar vaksin covid bangun sinovac"
"1320","Negatif","yahhh ku sinovac vaksin sinovac pergi ln vaksin bukan sinovac"
"575","Positif","juta dosis vaksin rakyat china umur"
"1155","Positif","tidak perluuuu kalauvaksin bawa ktp vaksin jenis vaksin sinovac"
"1226","Netral","informasi vaksin sinovac pfizer bogor puskesmas ciseeng dosis kuota"
"452","Netral","jadwal daftar pesea vaksin sinovac polres magelang"
"228","Netral","indonesia datang juta dosis vaksin sinovac bentuk"
"636","Positif","vaksin sinovac sih gejala ngantuk doang laperan"
"206","Netral","aussie vaksin kak bukan tinggal indonesia syarat"
"192","Netral","gantung vaksin e ndra dapet sinovac dapet booster dosis pakai mod"
"503","Positif","bhabinkamtibmas kalurahan ngawu bripka prima damping kanit provost aiptu parjiman pemantauan vaksinasi upt"
"906","Netral","rapopo vaksin sinovac timbang astrazeneca honda motor opo moderna modarne"
"706","Netral","vaksin nya jenis sinovac"
"326","Netral","keluarga beda merk vaksin sinovac adek pfizer astrazeneca kakak moderna semu"
"79","Positif","benar sinovac efek tidak liat pas suntik vaksin ast"
"268","Netral","w dapetnya sinovac vaksin banget emang salah muluu heran"
"904","Positif","akuu vaksin sinovac alhamdulillah udah vaksin kali gapapa pas selesai vaksin tidak gejala aneh apa"
"204","Netral","pas vaksin mba kemeng sinovac biru"
"1435","Positif","alhamdulillah vaksin ama petugasanya kipi pasca vaksin tidak vaksin sinovac kip"
"885","Netral","wibpolresta bandara soetta jajar tni stakeholder laksana"
"455","Negatif","vaksin sinovac ngantuk pegal demam"
"1001","Netral","mjb ka kalauada dokter bilang gaboleh vaksin tiga wkwk dosis sinovac tidak jelas"
"968","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilita"
"139","Positif","pesea dosis lebih terima dosis sinovaccoronavac maksimal sep"
"1213","Positif","ayo hadir gerai vaksin tni polri laksana"
"1192","Negatif","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga life"
"756","Positif","iya vaksin seko sih and tidak kasi vaksin sinovac maybe gtw deh"
"1470","Netral","vaksin mana vaksin mana wkwk nasib veteran covid nyari sinovac dosis susah"
"650","Netral","butuh vaksin kota padang moderna sinovac pfizer tinggal daftar"
"807","Netral","bahan vaksin sinovac"
"950","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"1274","Positif","siswa smk islam jumo vaksin dosis babinsa koramil kedungjati u sugiyanto bhabinkamtibmas monitor"
"1011","Negatif","iyaa gapaham kek nya bengkak hijau vaksin sinovac"
"226","Positif","gapaapaaa sinovac santai badan fit pas vaksin tidak flu gaenak bad"
"719","Netral","via vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"902","Netral","sinovac vaksin pupuk bawang alias santuy"
"1205","Netral","sik vaksin sinovac rasah kancani"
"345","Positif","ayo hadir gerai vaksin tni polri laksana"
"1403","Netral","ciputra world surabaya vaksin sinovac"
"1086","Positif","mama asma vaksin kak mending vaksin sinovac ringan moderna"
"907","Netral","riwayat asma puskesmas ditanyain terkahir kambuh vaksin"
"616","Negatif","habis dosis sinovac alergi kambuh takut vaksin booster"
"1197","Netral","jangan lupa ambil vaksin adikadik"
"1181","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"1055","Positif","sih sinovac vaksin ama vaksin dosis ama k"
"1248","Netral","awal vaksin covid personil satlantas polres ngada laksana aman awal vial vaksin"
"1225","Positif","pfizer vaksin utama program pick remaja vaksin sinovac ditawarkan re"
"1098","Positif","h terbang medanbatam syarat vaksin kali sinovac booster moderna terima kasih"
"1414","Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik"
"1291","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"877","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber kementeria"
"1301","Netral","kanggo kancakanca brebes l sekitare laksana"
"992","Netral","tolak mencret tki umroh pakai vaksin sinovac"
"1241","Netral","kkm lulus guna vaksin keluar sinovac remaja"
"1211","Positif","teman teman tugas wawancara kriteria belum vaksin sinovac"
"663","Positif","vaksin vaksin sinovac alhamdulillah sehat sehat"
"385","Negatif","alergi berat hipeensi kolesterol alhamdulillah vaksin sinovac lengkap baik skr"
"1189","Positif","insya allah aman rey abis vaksin sinovac reakainya ngantuk banget laperan banget"
"125","Negatif","bacot asli ultramentapi gara gara vaksin sinovac kuat hilang"
"1246","Positif","sdf informasi vaksin sinovac rek vaksin soale belum jelas hikd"
"44","Netral","asline kuat boboboiy bar suntik vaksin sinovac winggi kuat dadi ilang kabeh"
"1137","Positif","untumg tidak vaksin info sinovac tidak maren badan tidak fit"
"409","Positif","sayang rumah bekas cipayung cibubur ayo vaksin sinovac astrazeneca universitas dian nusantara"
"1449","Negatif","mimpi dapet vaksin booster kasih sinovac bilang gamau disunt"
"1069","Netral","sinovac aman pas moderna abis sakit tidak vaksin pas vaksin sinovac in"
"956","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"1212","Netral","guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga lifesciences sdn bhd ma"
"1235","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac life scie"
"466","Positif","kalausinovac jarak nder vaksin surat ditul"
"840","Positif","jujur nder vaksin sinovac tidak efek apa kaya ngerasa laper kalausampe d"
"414","Netral","takpe vaksin sinovac campur pfizer"
"1335","Positif","informasi vaksin sinovac dosis kabupaten tangerang vaksin presisi gor bonang udah tidak huhu"
"1158","Netral","vaksin semarang jenis sinovac"
"757","Netral","ngomong ngomong vaksin re vaksin sinovac efek parah sempet sek nafas mnt"
"1315","Negatif","efek moderna kalausinovac vaksin moderna syarat pergi neger sinovac"
"606","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaks"
"1185","Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life scienc"
"741","Negatif","sinovac udah akuin who fega belanda diakuin maslahnya seifikat vak"
"574","Netral","luas populasi kategori umur china tidak rekod makl"
"196","Positif","belum vaksin rek vaksin dosis vaksin dosis sinovac umur atas"
"271","Positif","datang juta dosis vaksin sinovac pemerintah pasti stok vaksin aman"
"1452","Netral","republik rakyat china rrc sumbang juta dosis vaksin sinovac tambah malaysia menteri"
"1136","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"689","Netral","kader pks vaksin camat koto ta­ngah sedia dosis vaksin sinovac moderna"
"155","Positif","en nya vaksin moderna pas tau sinovac jalan sehat"
"1253","Netral","jenis vaksin sinovac sinopharm"
"814","Positif","studi turki vaksin booster pfizer hasil lindung sinovac"
"35","Netral","tinggal merah putih vaksin sinovac kak"
"856","Positif","kalauyg sinovac vaksin tidak sih moderna nakes"
"1026","Negatif","mjb kak ayah nya riwayat darah aman pakai sinovac after effect nya soalny"
"817","Netral","vaksin sinovac sih"
"302","Netral","hahahahsha malass hasut mak vaksin elok pilih sinovac je nak"
"923","Negatif","rasah kokean ngece asline ki kuat bar vaksin sinovac kuat ilang"
"1308","Netral","wkwkwkwkkw manifest nuker vaksin sinovac sianjing"
"836","Positif","ayo hadir gerai vaksin tni polri laksana w"
"1133","Netral","anak laki th ponpes ekselencia parung cuman nyata positif antigen"
"445","Netral","ayo massal jenis vaksin sinovac"
"622","Positif","spore orang rela bayar vaksin sinovac pfizer moderna pemerintah"
"738","Negatif","kalauvaksin astrazeneca neger kalausinovac belum mas"
"266","Positif","strategi tahap vaksin tanah air pakai sinovac kaya sinovac minim efek samping"
"1278","Netral","sinovac yakkum bareng lansia gara otg nunggu informasi baru kalauskrg positif"
"685","Positif","jakaa moderna pfizer sentra vaksin nunggu moderna kar"
"1339","Positif","data tahan sinovac vaksin belum umum terima vaksin"
"1433","Negatif","sing ngomong nek jangan sok kuat nek paksin nggo sinovac kuwi cangkemee sing ra iso syukur wes nehi vaks"
"30","Negatif","rausah kakean polah asline iki ultraman mergo vaksin sinovac kuat ilang"
"811","Positif","pemerintah stok vaksin covid produsen vaksin beli pem"
"325","Positif","lu beda jenis vaksin bikin ribet bgini vaksin woey udah abis"
"362","Netral","iya syarat masuk perancis deh kayak vaksin sinovac tidak berlaku pe"
"93","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"727","Positif","pakai vaksin sinovac tidak aku fully vaccinated"
"678","Negatif","tbh glad tidak sinovac gapapa keras efek rada gila banyak baca poal negara"
"919","Positif","giat vaksinasi keluarga its masyarakat berlaku warga negara indonesia"
"974","Positif","haha en gituu dapetnya sinovac gapapalah vaksin astrii"
"790","Netral","kak nis dapet vaksin sinovac"
"1089","Negatif","rasain pas vaksin sinovac nyeri memar"
"1463","Negatif","hallo sobat polri polres lampung buka gerai vaksin presisi tahap i i sinovac"
"181","Netral","pas nganter anak vaksin bbrp pfizer astrazeneca suami sinovac alhamdul"
"1221","Positif","situbondo gencar semangat serbu vaksinasi covid dosis kodim situbondo jenis vaksin"
"544","Netral","jbrfess informasi vaksin sinovac dosis jember gais"
"163","Negatif","rumah sakit drm hassan toto info vaksin jenis moderna sinovac"
"737","Negatif","vaksin kali pas tidak sinovac tidak hehe"
"352","Positif","kalaudari sedia biofarma produksi udah beli biang vaksin coldchain tidak"
"1060","Positif","yeay terima vaksin sinovac masuk australia baca lengkap"
"1280","Negatif","informasi vaksin covid bogor puskesmas caringin pakai sinovac pfizer kuota"
"75","Positif","pakai sinovac efek pegal suntik ngantuk langsung ngefek gel vaksin selang hari"
"572","Positif","vaksin vaksin sinovac alhamdulillah ngantuk laper kipinya"
"1161","Positif","australia izin vaksin sinovac covishield syarat masuk a jalan internasional"
"96","Negatif","tetangga pekan vaksin dosia sinovac alami dengkul lemas tidak nafsu makan mual kalauma"
"159","Positif","warga geyer vaksin dosis babinsa koramil gundih serda kenang kades angkat desa geyer monitorin"
"295","Negatif","via vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis"
"792","Netral","besok adaa jadwal vaksin covid jenis vaksin astrazeneca sinovac beempat puskesmas sukagum"
"1275","Netral","vaksin sinovac kurang lampau butuh booster kah malaysia mel"
"1245","Netral","australia buka perbatasanpenerbangan internasional vaksin sinovac masuk oz kabar"
"273","Negatif","wkwk sumpah sok keren banget dapet vaksin sinovac konsultasi dokter sakit bawaa"
"1034","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"505","Negatif","kalaudi tempat emang banyak sinovac moderna kali diadain massal"
"449","Negatif","sleman komando distrik militer sleman bekerjasama aparat kait stakeholder melaksanak"
"213","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat wni foto copy ktpkiakk"
"380","Negatif","vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis syarat jad"
"257","Positif","teman mohon informasi ibu butuh vaksin vaksin ama sinovac perintah dokter"
"1206","Negatif","menteri kesihatan malaysia kkm lulus guna coronavac keluar sinovac life science"
"816","Netral","tutup wkwk coba samping lombok abang cimuning tidak lombok abang pato"
"123","Netral","sinovac murah siap ro orang keluarga vaksin pandemi"
"846","Netral","aneh orang tu mah en nya pfizer astrazeneca moderna tap"
"1004","Positif","jbrfess informasi vaksin laksana kodim balai desa sukorambi sasar lansi"
"467","Netral","dapetnya vaksin sinovac astrazeneca"
"1374","Positif","sasar vaksin dosis hari bhabinkamtibmas desa jatireja paping baping a relawan mela"
"154","Positif","batituud koramil kradenan pelda supriyanto anggota monitoring serbu vaksinasi kodam ivdiponegoro w"
"759","Positif","sinovac walopun en vaksin kaya"
"303","Positif","vaksin sinovac vaksin pas vaksin massal bagi kaga bi"
"1330","Netral","asma tidak vaksin sinovac kah"
"940","Positif","wakil walikota banjarmasin h arifin noor tinjau program vaksinasi covid neger bjm vaksinasi h"
"25","Negatif","orang nyebar palsu suntik vaksin covid sinovac kali sekolah alhamdulillah sehat pei"
"304","Positif","vaksin sinovac dosis ama gapapa vaksin"
"576","Positif","transma yasmin bogor polresta bogor kota adakan vaksinasi massal usia"
"679","Negatif","benar sih kakak vaksin sinovac ngeri tetangga dapet astrazeneca mual parah"
"494","Positif","takut suntik inovasi vaksin plester solusi"
"292","Negatif","isteri covid lepas terima dosis sinovac bulan belu"
"126","Netral","sinovac murah siap ro orang keluarga vaksin pandemi mas"
"267","Positif","bukti eksperimen bluetooth hubung vaksin vaksin bluetooth suppo tidak vaksin afiliasi bluetoo"
"74","Positif","vaksin lokal kembang drterawan dkk bukan seh vaksin merah putih vaks"
"1312","Positif","kalaubelom vaksin pilih vaksin pilih pfizer tau effectivity r"
"626","Positif","transma yasmin bogor polresta bogor kota adakan vaksinasi massal usia a"
"439","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid"
"821","Netral","cari vaksin booster ou sih mreka dapet sinovac bayar tidak deh"
"277","Positif","kabupaten pasuruan sasar serbu vaksinasi tni dosis vaksin sinovac"
"300","Negatif","nek iseh vaksin sinovac rasah sok kerass"
"158","Positif","puri nder vaksin jenis vaksin pfizer sinovac moderna"
"1124","Negatif","sinovac remaja benar kp kesihatan"
"1251","Positif","kmpanye hrus vaksin unjung pngadaan untung lgsitu tim riset marketingnya sinovac"
"604","Positif","yapsss banget sempet mikir kaya gin sinovac minim banget reaksi trutama l"
"309","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak"
"722","Netral","via vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"690","Positif","vaksin indonesia baik astrazeneca sinovac dll tahap klinis m"
"962","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"794","Netral","coba kaika husada kak doi vaksin vaksin sinovac pfizer wa"
"423","Positif","vaksin kepengen vaksin astrazeneca sinovac tidak apaapa vaksin"
"1423","Positif","belum vaksin ayo rapat markas pmi kabupaten lombok timur sedia vaksin sinovac dosis dosis"
"718","Netral","vaksin sinovac dosis gedung tppkk syarat jadwal cp cek foto"
"294","Positif","sinovacklu om pakai vaksin apasaya vaksin debat bossujungnya tidak vaksin pecat"
"223","Netral","vaksin astrazeneca sinopharm pfizer haram mu sinovac nyata halal sinar jateng"
"1305","Netral","sd islamic center brebes vaksina"
"1455","Netral","lu vaksin sinovac astrazeneca"
"488","Negatif","sinovac beb d vaksin tidak nefek jangan mati"
"146","Negatif","hahaha salah judul mah pemerintah sediain sinovac tidak pakai sinovac h"
"854","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"1139","Netral","vaksin sinovac lulus remaja usia via"
"1082","Positif","sumpah vaksin sd sakit vaksin sd vaksin demam pas vaksin"
"1383","Positif","yoben vaksin ee sinovac seivikat"
"1317","Negatif","kena covid mas komorbid jantung stroke alhamdulilah baikb"
"1336","Negatif","who belanda khusus aku vaksin sinovac seifikat dapat warga indonesia"
"1078","Positif","pemerintah arab saudi aku guna vaksin sinovac jamaah umroh indonesia"
"745","Negatif","vaksin jenis masuk korea ndak karantina kyknya bukan sinovac deh"
"1007","Positif","mas bbbrp jurnal neger bahas efektifitas vaksin trhdp varian delta bagus mod"
"841","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen"
"1239","Positif","informasi jadwal lokasi vaksin sinovac garut gratis"
"370","Positif","kalausinovac sih laki pas vaksin ny telat minggu tidak kalaubelom jadwal vaksin tidak"
"862","Netral","vaksin covid sinovac buat tiongkok remaja usia lengkap"
"145","Negatif","vaksinasi dosis drive thru fk kmk ugm gelar komando distrik militer sleman bekerjasama d"
"448","Netral","informasi vaksin dosis sinovac area klaten jogj tidak sie"
"1319","Netral","wkwkw udahh vaksin sinovac suruh moderna nunggu kesiap hati"
"615","Negatif","pfizer cominay sinovac coronavac ikut media kanada tidak nama v"
"1459","Negatif","efek vaksin sinovac pusing mata kabur gtuagak pegal lebam bekas suntik kasi makan mual d"
"308","Netral","gratis dosis vaksin covid sinovac bandung"
"492","Negatif","wes tidak vaksin pakai pfizer mrna ngeri sinovac tidak alergi terminal"
"1332","Netral","informasi vaksin dosis sinovac bekas"
"963","Netral","bhabinkamtibmas lurah purwokinanti polsek pakualaman aipda sujiman laksana mantu"
"19","Positif","vaksin sinovac dosis alami ayok bagi vaksin"
"1168","Netral","lokasi vaksin covid sinovac gratis solo"
