score,text,klasifikasi
1, malaysia menerima bekalan peama vaksin coronavac sebanyak liter yang dihantar terus dari k…,Positif
0, yaelah ini orang nyebar palsu saya aja disuntik vaksin covid sinovac kali di sekolah alhamdulillah saya masih sehat sepei biasa,Positif
0, aku vaksin sinovac  aman² aja si tapi booster moderna langsung hareudang hari ,Negatif
1,benarkah vaksin sinovac aman,Netral
2, aku beri sumbernya langsung biar kamu mau baca ,Netral
-1,informasi vaksin sinovac dosis di malang dong,Netral
-1,rausah kakean polah asline aku iki ultraman mergo di vaksin sinovac kekuatanku ilang,Negatif
0,untuk vaksin kedua pastikan jenis vaksin sama sinovaccorona vac jarak antara vaksin peama dengan vaksin kedua… ,Netral
3, kabar dari vaksin sinovac vaksin sinovac dosis ke terbukti mampu menghasilkan antibodi yang mampu menetralisir varian…,Positif
-3,gejala setelah vaksin moderna lebih parah dibanding vaksin sinovac masih demam juga,Negatif
1, banyak kok yang astrazeneca  kalau yang baru vaksin sudah pakai pfizer sebagian ya kalaudi indonesia aja tidak apa-apa sih sinovac… ,Positif
0, tapi tapi semua yang tinggal di merah putih vaksin sinovac kak ,Netral
-1, vaksin dosis dengan jenis sinovac hadir kembali teruntuk mahasiswa umy alumni umy pelajar  masyarakat umum yang sudah mengik…,Netral
0,reuni duo alumni waawan senior tempo dahlan iskan “saya vaksin sinovac hanya untuk ke mall” full youtube gitu… ,Negatif
0,kenapa pemerintah memberi rakyatnya vaksin sinovac kenapa sedangkan vaksin itu tidak berlaku dimana masa gua… ,Negatif
0,percepatan vaksinasi dalam rangka penanganan covid menuju indonesia sehat kembali dilaksanakan di kantor kapanew… ,Netral
2,berasal dari puskesmas pada dinas kesehatan kota ambon dan tim dari tni jenis vaksin yang digunakan yakni sinovac … ,Netral
1, informasi jadwal vaksin terbaru oktober dosis  sinovac kuota di terminal bandara juanda gratis beras kg cek pendaftar…,Netral
-1, st panel pn sama kajian guna teknologi baru sptotnya pakai virus btol mrna comes from dna copy of vir… ,Negatif
0, lihat balas pada bilang sakit semua tapi jujur di aku tidak ada rasa lebih baik banget dri pada yang peama aku kan s… ,Positif
0,asline aku kuat seperti boboboiy tapi bar di suntik vaksin sinovac winggi kekuatanku dadi ilang kabeh,Negatif
-1,rasah kakean cangkem asline ki aku ultramen tapi bar vaksin sinovac kekuatan ku ilang kabeh,Negatif
0, informasi vaksin sinovac dosis ,Netral
0, vaksin astrazeneca atau sinovac,Netral
0, aku taunya vaksin sinovac aja tidak tahu kalauada vaksin sinovac,Netral
0, min saya mau tanya ini saya gimana ya kalaumau ke luar negri tapi saya vaksinnya sinovac sedangkan negar… ,Netral
1, untuk besok vaksin sinovac dosis ktp bebas tanggal oktober syarat dosis sinovac…,Netral
0,bhabinkamtibmas kalurahan bleberan bripka suparyanta monitoring vaksinasi warga kalurahan binaan upt puskesmas ii… ,Netral
0,vaksin sinovac merupakan vaksin yang digunakan di indonesia simak manfaat vaksin lawan palsu vaksin ,Netral
-1,vaksin dosis dengan jenis sinovac hadir kembali teruntuk mahasiswa umy alumni umy pelajar  masyarakat umum yang… ,Netral
0,ayo vaksin bersama kami ,Netral
1, dosis sinovac mulaitahun ktpdomisili bebas tanggal oktober khusus pesea baru syarat vaksin … ,Netral
1, malaysia menerima bekalan peama vaksin coronavac sebanyak liter yang dihantar terminal… ,Positif
1, untuk besok vaksin sinovac dosis ktp bebas tanggal oktober syarat dosis sin… ,Netral
1,orangorang kalauvaksin sinovac nanti efeknya ngantuk sama makan mulu lohhh aku tidak bisa bedain mana efek vaksin a… ,Negatif
0, iyap sinovac tidak diakui di singapur kemarin kayanya di eropa juga tidak bisa jadi harus vaksin ulang antara modernapfizer,Negatif
0,gerai vaksin kecamatan pondok gede lokasi vaksinasi balai warga sigma rw kelurahan jatimakmur kegiatan vaksin p… ,Netral
-1,eh serius dari kemarin aku memang mikirin biaya sgmalaythai tapi the most impoant thing itu aku mikir vaksinnnnn… ,Negatif
0,dokter bilang aku boleh ikut vaksin yang sinovac tapi aku nya yang masih maju mundur ,Positif
1, total vaksin yang tiba di indonesia baik dalam bentuk bulk atau bahan baku maupun bentuk jadi berjumlah d…,Positif
-1, mungkin efek vaksin kalau dapat sinovac usahakan banyak makan dan minum biar tubuh bugarr kalau malas makan… ,Negatif
0,jog ada yang tau jadwal vaksin sinovac di siloam bulan ini,Netral
0,informasi vaksin sinovac bandung ini teman lokasinya di isbi bdg bisa langsung ke link ini ya ,Netral
-1, gausah lanjut dosis ke dua aja ditempat vaksin yang sama harus sinovac lagi juga,Negatif
0, iya harus sinovac juga nder bisa langsung kedua dehhhh tanya ajaa ke tempatmu vaksin peama,Netral
0,serda kokok juang nadili babinsa desa poleng melaksanakan kegiatan pendampingan serbuan vaksin covid dosis l tah… ,Netral
0,beempat di pendopo kantor desa plosokerep kecamatan karangmalang kabupaten sragen telah dilaksanakan vaksin dosis dan ser… ,Netral
0, kan vaksin peama astrazeneca pas vaksin kedua aku lupa pas ditanya susternya kemarin sinovac ya aku jawab aja iya,Netral
0, kan vaksin peama astrazeneca pas vaksin kedua aku itu lupa pas ditanya susternya kemarin sinovac ya aku jawab aja iya,Netral
0,untuk pendaftaran vaksin sinovac hari kamis oktober di klinik polresta bandung jlbhayangkara soreang si… ,Netral
0, vaksin lokal tuh yang dikembangkan drterawan dkk bukan seh vaksin merah putih vaks… ,Netral
1, pakai sinovac efeknya baru pegal bagian yang disuntik sama ngantuk tapi langsung ngefek pegelnya dulu yang vaksin selang sehari gitu,Negatif
0,jadwal vaksin covid di tangerang selatan jumat oktober jenis sinovac dosis dan ,Netral
1, baru negara yang menerima pendatang dengan vaksin sinovac kebanyakan negara l… ,Positif
-1, tapi masih tidak tahu bang itu gimana soalnya singapur termasuk ketat soal pendatang luar apalagi kita m… ,Negatif
1, benar sinovac efeknya tidak keliatan kemarin pas suntik vaksin ast… ,Positif
1,temen tolong jawab yang udah vaksin ke sinovac kalian ngerasa sakit dada seperti ditekan gitu tidak,Negatif
0,“stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab… ,Positif
0,vaksin sinovac mendaftar orang teregistrasi orang tervaksin … ,Netral
0, kandano iku cek ndang vaksin sinovac jare,Netral
0, menerusi analisis aefi terhadap juta vaksin menunjukkan secara keseluruhannya mempunyai profil keselamatan bai…,Positif
-1, sejauh ini vaksin covid yang mendapat izin penggunaan darurat who hanya pfizerbiontech astrazeneca jampj moderna sinov…,Positif
-1,sejauh ini vaksin covid yang mendapat izin penggunaan darurat who hanya pfizerbiontech astrazeneca jampj moder… ,Positif
0,team vaksinator satbrimob polda kalsel hari ini rabu menggelar serbuan vaksin presisi di pondok pesantren wali… ,Netral
0, kenyataan akhbar kementerian kesihatan malaysia pihak berkuasa kawalan dadah pbkd yang bermesyuarat hari ini memberi…,Netral
-1,kalauvaksin astrazeneca jeda vaksin keduanya lama banget ade aku kemarin sinovac skrng udah mau vaksin lagi aku yang duluan belum,Negatif
2,alhamdulillah serumahan sudah vaksin semua abah pfizer kakak dan istri astrazeneca me sinovac sehat selalu ya ,Positif
0,pelaksanaan vaksinasi keliling tahap dan tahap di keltanjung marulak hilir kecrambutan vaksin sinovac ut… ,Netral
0, informasi vaksin bekasi di pos polsek medan satria dari dinas kesehatan lurus sedikit smp tanggal oktober ada vaksin sinov…,Netral
0,untuk pendaftaran vaksin sinovac hari kamis oktober di klinik polresta bandung jlbhayangkara soreang sil… ,Netral
0,pengumuman vaksinasi dosis kedua sinovac yang akan dilaksanakan di puskesmas pakis tanggal oktober ditund… ,Netral
-1,informasi vaksin di malang dong dosis ya sinovac makasih buat yang komen gkb,Netral
-2, tetangga saya pekan setelah vaksin dosia sinovac mengalami dengkul lemas tidak nafsu makan lanjut mual kalauma…,Negatif
0,pada hari rabu tanggal oktober pukul wib sd selesai beempat di sama dan namang telah dilaksanakan p… ,Netral
0,cak ayo vaksin sinovac dosis kedua ndek gressmall itu boleh diikuti semua yang sudah vaksin peama sinovac ta a… ,Netral
1,goh bak nai dibawa ke pusat pemberian vaksin ppv hospital pakar komuniti ipoh pcsh dengan ditemani ahli keluarg… ,Positif
-2, tetangga saya pekan setelah vaksin dosia sinovac mengalami dengkul lemas tidak nafsu makan lanjut mual kalaumakan,Negatif
0, hah vaksin apa tuh bukan sinovac katanya yang buat remaja kan sinovac kan,Positif
0, iyaalaahh kalaubeda ntr tubuh kamu yang belum terbiasa sama vaksin sinovac pas dikasih yang beda jenis tmbh ambyarr,Negatif
0, kalauvaksin peama tuh sinovac vaksin kedua harus sinovac juga kah,Netral
0,ayo vaksin astrazeneca dosis  sinovac dosis dan bersama biddokkes polda kepri di kepri mall untuk hari… ,Netral
2, goh bak nai dari taman sin far ipoh dibawa ke ppv hospital pakar komuniti ipoh selamat menerima suntikan dosis peama vaksin…,Positif
0, vaksinasi covid dosis kedua kembali dilaksanakan bagi keluarga pegawai di lingkungan sekretariat jenderal kpu…,Netral
1,dari awal anti banget sama vaksin ujungujungnya suruh milih antara sinovac astrazeneca atau moderna pilihan jat… ,Negatif
-1, kurang tau sih nder tapi kalauvaksin udah jenis sinovac vaksin nya harus sinovac juga bukan,Netral
1, benar kata temenmu kalausudah sekali vaksin pakai sinovac tidak boleh move ke vaksin yang lain,Netral
1, nder oot tapi adek aku juli vaksin sinovac terus covid juga seperti kamu beberapa minggu lalu udah vaksin k… ,Netral
0,gratis vaksin sinovac moderna pfizer untuk ibu hamil ,Positif
0,sementara itu jenis vaksin yang digunakan yakni sinovac astrazeneca dan moderna … ,Netral
0, hello kenapa nd dose adik saya diubah dari bacc ke kakak ampang ya adakah bacc sudah jadi tempat khas vaksin… ,Netral
1,mukomuko terima tambahan dosis vaksin sinovac antara news bengkulu ,Netral
0,goh bak nai yang tinggal di taman sin far di dekat sini dibawa ke pusat pemberian vaksin ppv hospital pakar komu… ,Netral
-1, jadi walau sinovac dan sinopharm misalnya inactivated whole virus yang diukur di lab sejauh ini hanya srbd… ,Negatif
1,alhamdulillah aku udah di suntik vaksin sinovac dosis peama ,Positif
0, vaksin sinovac seharusnya sinopharm tapi kata petugasnya sinopharm udah dibawa puskesmas jadinya sinovac,Netral
0,sudah vaksin sinovac kali dan tidak ada efek samping samsek i guess i could call myself lucky tapi parno juga berasa seperti tidak vaksin,Positif
0,ayo intip perbedaan vaksin astrazeneca dan sinovac ,Netral
0,menerusi analisis aefi terhadap juta vaksin menunjukkan secara keseluruhannya mempunyai profil keselama… ,Netral
0,warga singapura ramairamai pilih sinovac dan sinopharm untuk vaksin booster ,Positif
0, untuk yang sinovac paling murah siapkan ro per orang dalam keluarga yang vaksin setiap bulan pandemi masih lama…,Positif
0,sdf rek informasi vaksin dosis sinovac area waru dan sekitarnya,Netral
-2,enggak usah banyak bacot aslinya gua ini ultramentapi gara gara di vaksin sinovac aja jadi kekuatan gua hilang ,Negatif
0,untuk yang sinovac paling murah siapkan ro per orang dalam keluarga yang vaksin setiap bulan pandemi masi… ,Positif
2,goh bak nai dari taman sin far ipoh dibawa ke ppv hospital pakar komuniti ipoh selamat menerima suntikan dosis pea… ,Netral
0,siapa impoir vaksin sinovac,Netral
0,yaallah mau nonton konser tapi kemarin vaksin sinovac,Negatif
0, pelayanan vaksinasi dosis  sinovac di kantor unit laka satlantas jalan inspeksi kalimalang wangunharja …,Netral
-1,ada orang peikai menteri diskriminasi orang yang vaccinated dengan non vaccinated tapi jenis vaksin pun boleh kena discr… ,Negatif
0, vaksin sinovac adalah senjata utama republik indonesia dalam penangana pandemi tetapi karantina republik indonesia masih perlu bagi in… ,Positif
1,total vaksin yang tiba di indonesia baik dalam bentuk bulk atau bahan baku maupun bentuk jadi berjumlah … ,Positif
-2,vaksinasi dosis dua drive thru di fk kmk ugm kembali di gelar sleman komando distrik militer sleman b… ,Netral
0, pelayanan vaksinasi dosis  sinovac di kantor unit laka satlantas jalan inspeksi kalimalang wangunharj… ,Netral
2, syukur alhamdulillah kalau udah membaik emang baiknya banyak istirahat kalau abis vaksin apalagi kalau ada… ,Positif
0,pelaksanaan vaksinasi kodim pati jenis vaksin sinovac di puskesmas tambakromo jumlah sasaran vaksin i atau… ,Netral
0,kedatangan vaksin sinovac di bandara intl supadio dari jakaa untuk di bawa menuju gudang dinkes propinsi kalbar… ,Netral
2, pesea dosis harus melebihi hari setelah menerima dosis sinovaccoronavac yaitu maksimal tanggal sep… ,Netral
3,informasi penting wajib dibaca kegiatan vaksinasi ini ditujukan bagi masyarakat umum berlaku untuk warga… ,Netral
-1,komando distrik militer sleman bekerjasama dengan aparat terkait dan stakeholder kembali melaksanakan serbuan… ,Netral
0,anggota polsek babelan melaksanakan pengamanan kegiatan program vaksinasi merdeka berani gerai di wilayah polsek… ,Positif
1,warga pojok antusias ikuti vaksin babinsa koramil pulokulon serda zainudin bersama bhabinkamtibmas monitoring v… ,Positif
1, alhamdulillah dapat pfizer sebenernya apapun vaksinnya tidak masa… ,Positif
-2,vaksinasi dosis dua drive thru di fk kmk ugm kembali di gelar komando distrik militer sleman bekerjasama d… ,Netral
-1, hahaha salah judul ini mah jelas di awal pemerintah cuma sediain sinovac jadi ya mau tidak mau ya pakai sinovac ibarat h…,Negatif
0, aku dapetnya sinovac beda vaksin sih,Netral
0, min mohon informasi vaksin dosis ke sinovac masih ada gaa kalauada mau informasi dimana aja,Netral
0,informasi vaksin bekasi puskemas margajaya sebelah pengadilan agama ada vaksin pfizer dosis  dan sinovac d… ,Netral
0,informasi vaksin bekasi di pos polsek medan satria dari dinas kesehatan lurus sedikit smp tanggal oktober ada vaksin… ,Netral
-2, hasil gambar kandungan dari vaksin sinovac yang udah di zoom berupa virus berbentuk gurita yang mematikan,Negatif
0,yang ais yang lain dikasih vaksin kebal koped kalaulisa mah pakenya sinovac makanya cuma lisa doang yang dilarang… ,Negatif
-2,aku masuk dalam category no vaccine pergh sedih marah … ,Negatif
0,batituud koramil kradenan pelda supriyanto bersama anggota monitoring serbuan vaksinasi kodam ivdiponegoro di w… ,Netral
2,pengen nya vaksin moderna pas datang taunya sinovac ya sudah lah jalani saja yang penting sehat ,Positif
0, bang bon saya di april belum vaksin hasil dan juli sudah vaksin kali sinovac hasil mea… ,Netral
0, warga kabupaten bandung ayo divaksin ikuti vaksinasi massal yang diselenggarakan oleh pemerintah kabupaten bandung…,Netral
0, di puri nder soalnya tadi aku juga vaksin di sana ada jenis vaksin hari ini pfizer sinovac sama moderna,Netral
0,warga geyer vaksin dosis babinsa koramil gundih serda kenang bersama kades dan perangkat desa geyer monitorin… ,Netral
-1, ternyata ke aussie juga harus vaksin kak jadi bukan cuma mau meninggalkan indonesia saja syarat vaksin …,Positif
0, sinovac bukan vaksin dosis besar padahal tapi pegal banget ini tangan yang vaksin peama tidak se pegal ini,Negatif
0,akhirnya vaksin juga habis covid belum genap bulan tapi gapapa ternyata karawang yang available sinovac yowis se… ,Positif
-2, rumah sakit drm hassan toto infonya vaksin atau dengan jenis moderna atau sinovac,Netral
0, aku udah vaksin sinovac,Positif
-1, mungkin masih ada yang belum vaksin rek bisa vaksin dosis atau vaksin dosis sinovac mulai umur keatas …,Netral
0, beugas di l titiwangsa sebagai pegawai stesen muhammad nor afiq bin budin yang merupakan petugas barisan hadapan telah…,Netral
0,wkwk ajg twit ngomong nyari thread vaksin kemarin di akun buzzer anti vacc block ngetwit doang wow lagian memang… ,Negatif
1,ayo dukung vaksinasi agar pandemi ini bisa segera kita lalui tetap patuhi prokes m ya … ,Positif
-1, rasah kakean cangkem asline aku ki ultramen tapi bar di vaksin sinovac kekuatan ku ilang ,Negatif
0, min tolong informasi vaksin sinovac sama pfizer ya,Netral
2,mau jenis vaksin sinovac sampai moderna semua jenis vaksin sudah terbukti aman dan membantu kekebalan tubuh untuk… ,Positif
0,pendistribusian vaksin sinovac dikawal babinsa ,Positif
2,alhamdulillah akhirnya bisa vaksin dosis peama di desa sebelah dapat sinovac suami adik ipar bekerja sbg apara… ,Positif
-2,ponakan aku mumpung dibolehin vaksin dia pilih pfizer instead of moderna pas bolehnya moderna dia takut takut sa… ,Netral
1,beragam ya jenis vaksin covid yang digunakan di indonesia ada sinovac moderna astrazeneca shinopharm dan pfizer… ,Netral
0,serbuan vaksin sinovac dosis dan desa sumberejo mranggen tembus dari target vaksin ,Netral
0, vaksin aku sinovac wow,Positif
1,situbondo • antusias masyarakat situbondo serbuan vaksinasi covid dosis dan dengan jenis vaksin sinovac dan… ,Positif
2,sudahlah kita tidak usah pilih vaksin gaes aku dulu dapet sinovac saja sudah benar membantu saat aku kena cov yug… ,Negatif
0, informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v… ,Netral
0,nih pas lagi nganter anakku vaksin bbrp waktu yang lalu dia dapat pfizer sedang saya astrazeneca suami sinovac alhamdul… ,Positif
1,informasi jadwal vaksin terbaru oktober dosis  sinovac kuota di terminal bandara juanda gratis beras kg cek pend… ,Netral
1,pemerintah akan terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral demi mencukup… ,Positif
-3, besok bisa lebih dari dua juta sehari kalau rutin begini yang kemarin dapatnya sinovac tidak perlu kecil hati ya sama…,Positif
-1,bingung mau vaksin sinovac atau astrazeneca ya enaknya ,Netral
-1,kalian perlu tahu nih ada enam jenis vaksin yang masuk ke indonesia antara lain sinovac dengan efikasi a… ,Netral
-1, kok dipaksa begitu sinovac efikasinya emang rendah masa negara lain tak boleh lindungi rakyatnya sendiri aneh ka…,Negatif
-3, besok bisa lebih dari dua juta sehari kalau rutin begini yang kemarin dapatnya sinovac tidak perlu kecil hat… ,Positif
-1,hahaha salah judul ini mah jelas di awal pemerintah cuma sediain sinovac jadi ya mau tidak mau ya pakai sinovac… ,Negatif
0, mau tanya kalauudah vaksin sinovac bisa vaksin moderna atau pfizer tidak,Netral
0,sobat polri vaksin covid di adakan di menteng tenggulun kecamatan menteng jakaa pusat jenis vaksin sinov… ,Netral
0, tergantung vaksin e ndra aku dari awal dapet sinovac setelah bulan dapet booster dosis pakai mod… ,Netral
-1,cirebon informasi vaksin untuk kota cirebon hari ini rabu kegiatan dilaksanakan di pelabuhan cirebon te… ,Netral
1,informasi jadwal vaksin oktober di stadion pakansari bogor tersedia astrazeneca moderna sinovac ,Netral
0,warga kabupaten bandung ayo divaksin ikuti vaksinasi massal yang diselenggarakan oleh pemerintah kabupaten ban… ,Netral
-1,mungkin masih ada yang belum vaksin rek bisa vaksin dosis atau vaksin dosis sinovac mulai umur keatas… ,Netral
0,wal vaksin coronavac itu samakh dengan sinovac,Netral
0,sambut hut ke tni kodam vbrawijaya mengadakan upacara viual sekaligus pembagian vaksin sinovac kepada masyar… ,Positif
0,sentra vaksin binplaz  puskesmas pada betung masih berlangsung sampai akhir oktober melayani dosis  dengan jenis vaksin sinovac,Netral
2,informasi vaksin dosisi bagi anda yang belum mendapatkan vaksinasi gerai vaksinasi polres gunungkidul membuka pe… ,Netral
0,dips ada yang vaksin dosis coronavacsinovac disemarang tapi ktp luar semarang tidak itu lihat di web victori semar… ,Netral
-2,halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c sinovac yang ditunda pelayanan dosis… ,Netral
0, yang mau vaksin astrazeneca atau sinovac dosis dan bisa langsung tancap gas ke preston yaaaa ,Netral
0, aku pas vaksin satu mba sampai kemeng sinovac padahal biru di aku ,Negatif
0,kenapa orang yang dapat astrazeneca ngrasa superior sih tolong be kind people jangan buat orang yang dapat sinovac dan… ,Negatif
-1, ternyata ke aussie juga harus vaksin kak jadi bukan cuma mau meninggalkan indonesia saja syarat… ,Negatif
2, iya soalnya di beberapa negara teentu tidak menerima turis yang vaksin sinovac jenis jenis variasi vaks… ,Negatif
0,jog vaksin yang peama itu namanya sinovac bukan nah itu bisa dimana ya untuk sekarang,Netral
4, selamat pagi berikut jadwal vaksinasi covid dosis kedua bagi sedhereksedherek yang mendapatkan vaksin dosis peama j…,Netral
4,selamat pagi berikut jadwal vaksinasi covid dosis kedua bagi sedhereksedherek yang mendapatkan vaksin dosis pe… ,Netral
-1, semua vaksin itu sama intinya buat ngelindungin diri dari covid lagipula tidak semua orang bisa milih ma… ,Positif
-1,menurut saya ini masuk akal asumsinya jika harus booster ya vaksin virus dilemahkan rangorang singapore ,Negatif
1,solidaritas vaksin psi kota depok vaksin sinovac dosis  syarat wni foto copy ktpkiakk minggu … ,Netral
0, kamu vaksin astrazeneca sinovac atau yang lain,Netral
0, jenis vaksin astrazeneca sinovac atau yang lain,Netral
0, kamu vaksin sinovac astrazeneca atau apa,Netral
1, selamat pagi min untuk vaksin dosis ke dua sinovac apakah masih tersedia,Netral
-1,mui terkontaminasi kandungan vaksin jelas membahayakan nyawa manusia banyak yang meninggal akibat divaksin kok mas… ,Negatif
0, wkwkw aku vaksin baru sinovac bisa apa ,Negatif
2,vaksin sinovac halal dan suci … ,Positif
1,vaksin sinovac halal … ,Positif
0, warga kabupaten bandung ayo divaksin ikuti vaksinasi massal yang diselenggarakan oleh pemerintah kabupaten bandung l…,Netral
0,vaksin astrazeneca sinopharm dan pfizer disebut haram mui untuk sinovac dinyatakan halal sinar jateng ,Netral
1, mjb kalauudah vaksin sinovac kali tetap harus vaksin booster ya aku vaksinnya sinovac juga soalnya,Netral
2, halo min mau tanya apa vaksin sinovac dosis udah tidak ada ya terima kasih sebelumnya,Netral
1, gapaapaaa apalagi sinovac itu santai aja selama badannya fit pas vaksin tidak flu atau lagi gaenak bad… ,Positif
0, halo min ini kota udah tidak nyediain vaksin sinovac ya saya udah daftar by web vaksinasitangera… ,Netral
0,indonesia kedatangan lima juta dosis vaksin sinovac dalam bentuk jadi ,Positif
0,masyarakat diimbau tidak pilihpilih vaksin il ya a heures vaksin covid… ,Netral
0,pangkoarmada ii tni pantau serbuan dosis vaksin sinovac di kabupaten pasuruan ,Netral
0,setelah sinovac pemerintah datangkan vaksin covid pfizer dan astrazeneca lewat jalur komersial ,Positif
0,lima juta dosis vaksin covid sinovac dalam bentuk jadi tiba di tanah air ,Positif
-1,rasah kakean cangkem asline aku ki ultramen tapi bar vaksin sinovac kekuatanku ilang,Negatif
0, lah aku vaksin sinovac juga karena vaksin pas awal baru mulai vaksin massal kebagiannya itu kaga bisa milih…,Negatif
0, tolong ada keluargaku sampai sekarang kaga vaksin karena gamau sinovac katanya percuma j… ,Negatif
0,jangan ngaku kuat yen vaksin mu iseh sinovac,Negatif
-1,indonesia kembali kedatangan juta dosis vaksin covid sinovac dan astrazeneca ,Positif
-1, lu masalah beda jenis vaksin saja dibikin ribet bgini yang penting tuh vaksin dulu woey udah mau abis ini tapi…,Negatif
1, mohon maaf orang orang yang divaksin pas awal awal pasti sinovac lu baru vaksin sekarang biar bisa ma… ,Netral
0, harus sama soalnya aku vaksin sinovac vaksin nya moderna tu gaboleh,Netral
0, sinovac kamu sudah vaksin belum,Positif
-3, saya juga menolak pemaksaan vaksin kok mba malah saya kritik keras vaksin sinovac tapi saya tidak akan… ,Negatif
1, malam dok mau tanya ibu saya setelah pasang ring bulan udah stabil tensinya dan udah boleh vaksin c… ,Positif
0, bagi yang belum vaksinasi silahkan rsud kanjuruhan kabupaten malang ada program vaksinasi covid dengan jenis vaksin sinovac…,Netral
1, selamat malam admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak yang teera di… ,Netral
0, vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul wib di stadio…,Netral
1, stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab perwak…,Positif
-1,tahap ke pemerintah kembali datangkan lima juta dosis vaksin covid sinovac ,Positif
1,stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab p… ,Positif
0, vaksin sinovac kedua oktober min,Netral
-1,sumpah ya anjing aku sebagai pakai sinovac merasa kesel lu masih untung ada vaksin jadi orang jangan pilih pilih vak… ,Negatif
0, jadwal  daftar pesea vaksin sinovac di polres magelang hari ini ,Netral
-1, aku yang vaksin sinovac merasa terpanggil,Netral
1, kami buka kesempatan untuk vaksin dosis sinovac khusus bagi warga dengan ktp sukoharjo yang sudah vaksin atau warga…,Netral
0, bisa kok kalau sinovac kan minimal hri baru boleh vaksin k jadi kalau lebih tidak apa-apa,Netral
-2,oh iy tadi pagi aku sudah vaksin sinovac dosis rasany dugun banget karena aku sendirian literally sendirian dari pergi sampai… ,Negatif
0, teman² mohon informasi ibuku butuh vaksin kedua untuk tanggal atau oktober vaksin peamanya sinovac perintah dokternya…,Netral
0,warga kabupaten bandung ayo divaksin ikuti vaksinasi massal yang diselenggarakan oleh pemerintah kabupaten bandun… ,Netral
0, wahhh bisa gitu ya anak aku dapat sinovac semua dan waktu yang peama tidak ada masalah apa sik normal aja… ,Positif
-1,rasah kakean cangkem asline aku ki ultramen tapi bar di vaksin sinovac kekuatan ku ilang ,Negatif
1, itu aku mendingan temenku jenis vaksin sama katanya sama seperti kena covid dan semua teman²nya begitu te… ,Negatif
-1,rasah kakehan cangkem asline aku ki ultramentapi bar vaksin sinovackekuatanku ilang,Negatif
0,wamenkes kedatangan vaksin janssen dan sinovac dukung percepatan vaksinasi nasional ,Positif
