"","klasifikasi","x"
"52","Positif","vaksin sinovac vaksin indonesia simak manfaat vaksin lawan palsu vaksin"
"54","Positif","ayo vaksin"
"55","Positif","dosis sinovac mulaitahun ktpdomisili bebas khusus pesea syarat vaksin"
"56","Positif","malaysia terima bekal ama vaksin coronavac liter hantar terminal"
"57","Positif","besok vaksin sinovac dosis ktp bebas syarat dosis sin"
"58","Positif","orangorang kalauvaksin sinovac efek ngantuk makan mulu lohhh tidak bedain efek vaksin a"
"59","Netral","iyap sinovac tidak aku singapur kaya eropa tidak vaksin ulang modernapfizer"
"60","Positif","gerai vaksin camat pondok gede lokasi vaksinasi balai warga sigma rw lurah jatimakmur giat vaksin p"
"61","Negatif","eh serius mikirin biaya sgmalaythai the most impoant thing mikir vaksinnnnn"
"63","Positif","total vaksin indonesia baik bentuk bulk bahan baku bentuk d"
"64","Negatif","efek vaksin sinovac usaha makan minum biar tubuh bugarr malas makan"
"66","Netral","informasi vaksin sinovac bandung teman lokasi isbi bdg langsung link"
"67","Negatif","gausah dosis tempat vaksin sinovac"
"68","Netral","iya sinovac nder langsung dehhhh ajaa tempat vaksin ama"
"69","Netral","serda kokok juang nadili babinsa desa poleng laksana giat damping serbu vaksin covid dosis l tah"
"70","Positif","beempat pendopo kantor desa plosokerep camat karangmalang kabupaten sragen laksana vaksin dosis r"
"71","Positif","vaksin ama astrazeneca pas vaksin lupa pas suster sinovac iya"
"72","Positif","vaksin ama astrazeneca pas vaksin lupa pas suster sinovac iya"
"73","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"74","Positif","vaksin lokal kembang drterawan dkk bukan seh vaksin merah putih vaks"
"75","Positif","pakai sinovac efek pegal suntik ngantuk langsung ngefek gel vaksin selang hari"
"77","Positif","negara terima datang vaksin sinovac banyak negara l"
"78","Negatif","tidak bang gimana singapur ketat datang m"
"79","Positif","benar sinovac efek tidak liat pas suntik vaksin ast"
"80","Positif","temen tolong udah vaksin sinovac ngerasa sakit dada tekan tidak"
"81","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm"
"82","Netral","vaksin sinovac daftar orang registrasi orang vaksin"
"83","Netral","kandano i cek ndang vaksin sinovac jare"
"85","Negatif","vaksin covid izin guna darurat who pfizerbiontech astrazeneca jampj moderna sinov"
"88","Netral","nyata akhbar menteri kesihatan malaysia kuasa kawal dadah pbkd bermesyuarat"
"89","Netral","kalauvaksin astrazeneca jeda vaksin banget ade sinovac skrng udah vaksin duluan belum"
"90","Positif","alhamdulillah rumah vaksin abah pfizer kakak istri astrazeneca me sinovac sehat"
"92","Positif","informasi vaksin bekas pos polsek medan satria nas sehat lurus smp vaksin sinov"
"94","Netral","umum vaksinasi dosis sinovac laksana puskesmas pakis ditund"
"95","Negatif","informasi vaksin malang dosis sinovac makasih komen gkb"
"96","Negatif","tetangga pekan vaksin dosia sinovac alami dengkul lemas tidak nafsu makan mual kalauma"
"97","Netral","sd selesai beempat namang laksana p"
"99","Positif","goh bak na bawa pusat beri vaksin ppv hospital pakar komuniti ipoh pcsh teman ahli keluarg"
"100","Negatif","tetangga pekan vaksin dosia sinovac alami dengkul lemas tidak nafsu makan mual kalaumakan"
"101","Negatif","hah vaksin bukan sinovac remaja sinovac"
"102","Netral","iyaalaahh kalaubeda ntr tubuh belum biasa vaksin sinovac pas kasih beda jenis tmbh ambyarr"
"103","Negatif","kalauvaksin ama sinovac vaksin sinovac kah"
"105","Positif","goh bak na taman sin far ipoh bawa ppv hospital pakar komuniti ipoh selamat terima suntik dosis ama vaksin"
"107","Positif","anti banget vaksin ujungujungnya suruh milih sinovac astrazeneca moderna pilih jat"
"110","Positif","nder oot adek vaksin sinovac covid udah vaksin k"
"111","Positif","gratis vaksin sinovac moderna pfizer hamil"
"113","Netral","hello nd dose adik ubah bacc kakak ampang ada bacc khas vaksin"
"114","Positif","mukomuko terima tambah dosis vaksin sinovac news bengkulu"
"115","Positif","goh bak na tinggal taman sin far bawa pusat beri vaksin ppv hospital pakar komu"
"117","Positif","alhamdulillah udah suntik vaksin sinovac dosis ama"
"118","Negatif","vaksin sinovac sinopharm tugas sinopharm udah bawa puskesmas sinovac"
"119","Positif","vaksin sinovac kali tidak efek samping samsek i guess i could call myself lucky parno asa tidak vaksin"
"120","Netral","ayo intip beda vaksin astrazeneca sinovac"
"121","Positif","terusi analisis aefi juta vaksin profil lama"
"122","Netral","warga singapura ramairamai pilih sinovac sinopharm vaksin booster"
"124","Netral","sdf rek informasi vaksin dosis sinovac area waru"
"125","Negatif","bacot asli ultramentapi gara gara vaksin sinovac kuat hilang"
"126","Netral","sinovac murah siap ro orang keluarga vaksin pandemi mas"
"127","Positif","goh bak na taman sin far ipoh bawa ppv hospital pakar komuniti ipoh selamat terima suntik dosis a"
"129","Netral","yaallah nonton konser vaksin sinovac"
"130","Netral","ayan vaksinasi dosis sinovac kantor unit laka satlantas jalan inspeksi kalimalang wangunharja"
"135","Netral","ayan vaksinasi dosis sinovac kantor unit laka satlantas jalan inspeksi kalimalang wangunharj"
"136","Positif","syukur alhamdulillah udah baik emang baik istirahat abis vaksin"
"137","Positif","laksana vaksinasi kodim pati jenis vaksin sinovac puskesmas tambakromo sasar vaksin i"
"138","Netral","datang vaksin sinovac bandara intl supadio jakaa bawa gudang dinkes propinsi kalbar"
"139","Positif","pesea dosis lebih terima dosis sinovaccoronavac maksimal sep"
"141","Negatif","komando distrik militer sleman bekerjasama aparat kait stakeholder laksana serbu"
"142","Positif","anggota polsek babelan laksana aman giat program vaksinasi merdeka berani gerai wilayah polsek"
"143","Positif","warga pojok antusias ikut vaksin babinsa koramil pulokulon serda zainudin bhabinkamtibmas monitoring v"
"144","Positif","alhamdulillah pfizer sebenernya apa vaksin tidak"
"146","Negatif","hahaha salah judul mah pemerintah sediain sinovac tidak pakai sinovac h"
"147","Netral","dapetnya sinovac beda vaksin sih"
"149","Positif","informasi vaksin bekas puskemas margajaya sebelah adil agama vaksin pfizer dosis sinovac d"
"151","Negatif","hasil gambar kandung vaksin sinovac udah zoom virus bentuk gurita mati"
"152","Netral","ais kasih vaksin kebal koped kalaulisa mah pakenya sinovac lisa doang larang"
"153","Negatif","masuk category no vaccine pergh sedih marah"
"154","Positif","batituud koramil kradenan pelda supriyanto anggota monitoring serbu vaksinasi kodam ivdiponegoro w"
"155","Positif","en nya vaksin moderna pas tau sinovac jalan sehat"
"156","Positif","bang bon belum vaksin hasil vaksin kali sinovac hasil mea"
"157","Positif","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandung"
"159","Positif","warga geyer vaksin dosis babinsa koramil gundih serda kenang kades angkat desa geyer monitorin"
"160","Positif","aussie vaksin kak bukan tinggal indonesia syarat vaksin"
"161","Positif","sinovac bukan vaksin dosis pegal banget tang vaksin ama tidak pegal"
"162","Negatif","vaksin habis covid belum genap gapapa karawang available sinovac yowis"
"163","Negatif","rumah sakit drm hassan toto info vaksin jenis moderna sinovac"
"164","Netral","udah vaksin sinovac"
"165","Positif","belum vaksin rek vaksin dosis vaksin dosis sinovac umur atas"
"166","Netral","beugas l titiwangsa gawai stesen muhammad nor afiq bin budin tugas baris hadap"
"171","Positif","jenis vaksin sinovac moderna jenis vaksin bukti aman bantu kebal tubuh"
"172","Netral","distribusi vaksin sinovac kawal babinsa"
"173","Positif","alhamdulillah vaksin dosis ama desa sebelah sinovac suami adik ipar sbg apara"
"174","Negatif","ponakan mumpung dibolehin vaksin pilih pfizer instead of moderna pas boleh moderna takut takut sa"
"175","Netral","agam jenis vaksin covid indonesia sinovac moderna astrazeneca shinopharm pfizer"
"176","Positif","serbu vaksin sinovac dosis desa sumberejo mranggen tembus target vaksin"
"177","Netral","vaksin sinovac wow"
"178","Positif","situbondo antusias masyarakat situbondo serbu vaksinasi covid dosis jenis vaksin sinovac"
"179","Positif","tidak pilih vaksin gaes dapet sinovac benar bantu kena cov yug"
"180","Positif","informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v"
"181","Netral","pas nganter anak vaksin bbrp pfizer astrazeneca suami sinovac alhamdul"
"182","Positif","informasi jadwal vaksin baru dosis sinovac kuota terminal bandara juanda gratis beras kg cek d"
"183","Positif","pemerintah upaya sedia vaksin baik skema multilateral bilateral cukup"
"184","Negatif","besok juta hari rutin dapat sinovac tidak hati"
"185","Negatif","bingung vaksin sinovac astrazeneca enak"
"186","Negatif","enam jenis vaksin masuk indonesia sinovac efikasi a"
"187","Negatif","paksa sinovac efikasinya emang rendah negara lindung rakyat aneh ka"
"191","Positif","sobat polri vaksin covid adakan menteng tenggulun camat menteng jakaa pusat jenis vaksin sinov"
"192","Netral","gantung vaksin e ndra dapet sinovac dapet booster dosis pakai mod"
"194","Positif","informasi jadwal vaksin stadion pakansari bogor sedia astrazeneca moderna sinovac"
"196","Positif","belum vaksin rek vaksin dosis vaksin dosis sinovac umur atas"
"197","Netral","wal vaksin coronavac samakh sinovac"
"198","Netral","sambut hut tni kodam vbrawijaya adakan upacara viual bagi vaksin sinovac masyar"
"199","Positif","sentra vaksin binplaz puskesmas betung layan dosis jenis vaksin sinovac"
"200","Positif","informasi vaksin dosis belum vaksinasi gerai vaksinasi polres gunungkidul buka pe"
"202","Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan dosis"
"205","Negatif","orang astrazeneca ngrasa superior sih tolong be kind people jangan orang sinovac"
"208","Netral","jog vaksin ama nama sinovac bukan mana"
"209","Positif","selamat jadwal vaksinasi covid dosis sedhereksedherek vaksin dosis ama j"
"211","Negatif","vaksin inti ngelindungin covid lagipula tidak orang milih ma"
"212","Netral","masuk akal asumsi booster vaksin virus lemah rangorang singapore"
"213","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat wni foto copy ktpkiakk"
"215","Netral","jenis vaksin astrazeneca sinovac"
"217","Positif","selamat vaksin dosis sinovac sedia"
"218","Netral","mu kontaminasi kandung vaksin bahaya nyawa manusia tinggal akibat vaksin mas"
"220","Positif","vaksin sinovac halal suci"
"221","Positif","vaksin sinovac halal"
"223","Netral","vaksin astrazeneca sinopharm pfizer haram mu sinovac nyata halal sinar jateng"
"226","Positif","gapaapaaa sinovac santai badan fit pas vaksin tidak flu gaenak bad"
"227","Netral","halo kota udah tidak nyediain vaksin sinovac udah daftar by web vaksinasitangera"
"228","Netral","indonesia datang juta dosis vaksin sinovac bentuk"
"229","Positif","masyarakat imbau tidak pilihpilih vaksin il a heures vaksin covid"
"230","Netral","pangkoarmada i tni pantau serbu dosis vaksin sinovac kabupaten pasuruan"
"232","Negatif","juta dosis vaksin covid sinovac bentuk tanah air"
"233","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ilang"
"234","Positif","vaksin sinovac vaksin pas vaksin massal bagi kaga milih"
"235","Netral","tolong keluarga kaga vaksin gamau sinovac j"
"236","Netral","jangan ngaku kuat yen vaksin mu iseh sinovac"
"237","Negatif","indonesia datang juta dosis vaksin covid sinovac astrazeneca"
"238","Positif","lu beda jenis vaksin bikin ribet bgini vaksin woey udah abis"
"239","Positif","mohon maaf orang orang vaksin pas sinovac lu vaksin biar ma"
"241","Netral","sinovac vaksin belum"
"242","Negatif","tolak pemaksaan vaksin mba kritik keras vaksin sinovac tidak"
"243","Positif","dok pasang ring udah stabil tensi udah vaksin c"
"245","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak teera"
"246","Positif","vaksin ama sinovac dosis ayo rek vaksinasi drive thru stadio"
"248","Negatif","tahap pemerintah datang juta dosis vaksin covid sinovac"
"249","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm p"
"251","Negatif","sumpah anjing pakai sinovac kesel lu untung vaksin orang jangan pilih pilih vak"
"252","Netral","jadwal daftar pesea vaksin sinovac polres magelang"
"254","Positif","buka sempat vaksin dosis sinovac khusus warga ktp sukoharjo vaksin warga"
"255","Netral","sinovac minimal hri vaksin k tidak"
"256","Negatif","oh iy vaksin sinovac dosis rasany dugun banget literally pergi"
"259","Negatif","wahhh anak sinovac ama tidak sik normal"
"260","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang"
"262","Netral","rasah kakehan cangkem asline ki ultramentapi bar vaksin sinovackekuatanku ilang"
"263","Positif","wamenkes datang vaksin janssen sinovac dukung cepat vaksinasi nasional"
"264","Positif","vaksin pfizer asa banget gel banding vaksin sinovac"
"265","Positif","gratis vaksin sinovac dosis surabaya jadwal"
"266","Positif","strategi tahap vaksin tanah air pakai sinovac kaya sinovac minim efek samping"
"267","Positif","bukti eksperimen bluetooth hubung vaksin vaksin bluetooth suppo tidak vaksin afiliasi bluetoo"
"269","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm wak"
"270","Negatif","pakai sinovac vaksin ama pegal banget vaksin pegal dosis"
"271","Positif","datang juta dosis vaksin sinovac pemerintah pasti stok vaksin aman"
"273","Negatif","wkwk sumpah sok keren banget dapet vaksin sinovac konsultasi dokter sakit bawaa"
"274","Positif","kes patient st dosis sinovac nk tukar vaksin sbb post vaksin kena salmonella tgk kes xperlu tukar"
"275","Netral","hallo sahabat humas ayo vaksin sinovac dosis dosis aztrazeneca dosis moderna dosis mako"
"276","Positif","buka daftar vaksinasi galeri as studio hanafi periode jenis vaksin sinovac"
"277","Positif","kabupaten pasuruan sasar serbu vaksinasi tni dosis vaksin sinovac"
"278","Netral","yassss vaksin selese anjay sinovac kaga efek samping uhuy moga"
"279","Positif","buka daftar vaksinasi rsia asyifa depok jenis vaksin sinovac link daftar"
"280","Positif","kota bantu ribu vaksin kota terima bantu"
"282","Netral","nemu vaksin sinovac dosis"
"283","Positif","layan vaksinasi vaksin sinovac dosis dosis kuota p"
"284","Positif","selamat bpkibu memang jabat beri vaksin izikan beaya s"
"285","Netral","pakai merk vaksin ka sinovac"
"286","Positif","vaksin bluetooth suppo tidak vaksin afiliasi bluetooth astrazeneca pfizer moderna kecuali"
"287","Negatif","kalauvaksin tu mending sinovac pzjehtjwkfjwjdjs sih"
"288","Negatif","kalauadanya daerah sinovac marah en daftar kota"
"289","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid smpai skr"
"290","Negatif","kmarin takut efek vaksin sinovac gamau vaksin skrang pakai sinovac dikatain mau ap"
"291","Netral","comment nder vaksin sinovac potensi titan biar ketar tir aneh emang top"
"292","Negatif","isteri covid lepas terima dosis sinovac bulan belu"
"294","Positif","sinovacklu om pakai vaksin apasaya vaksin debat bossujungnya tidak vaksin pecat"
"297","Netral","presiden jajar pemerintahan public figure nakes mostly vaksin sinovac and it helps so bilang"
"298","Netral","vaksin sinovac kyknya orang beda efek tante vaksin astrazeneca malemnya meriang"
"299","Netral","pakai vaksin tugw alergi parah kek kiriruam gatel banget kek kanan tidak bn"
"300","Negatif","nek iseh vaksin sinovac rasah sok kerass"
"301","Netral","efektif efek samping takut"
"302","Netral","hahahahsha malass hasut mak vaksin elok pilih sinovac je nak"
"303","Positif","vaksin sinovac vaksin pas vaksin massal bagi kaga bi"
"304","Positif","vaksin sinovac dosis ama gapapa vaksin"
"305","Netral","tolong informasi vaksin dosis astrazeneca tidak kabupaten semarang banyak sinovac moderna"
"306","Positif","salah multiple allergies proceed nak vaksin pilih doktor na"
"307","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak"
"308","Netral","gratis dosis vaksin covid sinovac bandung"
"310","Netral","vaksin nder sinovac as kalausinovac jarak kalauastrazeneca jarak"
"311","Negatif","soal serius campur dosis vaksin nampak kat tiktok sbb orang tu dosis sinovac tanah arab"
"312","Positif","kes patient st dosis sinovac nk tukar vaksin sbb post vaksin kena salmonella tgk kes xperlu terminal"
"313","Negatif","asem nek ono informasi vaksin sinovac dosis tidak ribet kabar yak"
"314","Netral","wal bevaksin kali vaksin ama tu sinovac dasar astrazeneca kah s"
"315","Positif","aneh kemarenkemaren tidak vaksin dikatain udah vaksin ratara"
"317","Negatif","duh bokap nyokap pakai sinovac pas kena covid otg tidak gejala temen pakai astrazeneca"
"319","Positif","dosis vaksin sinovac siap vaksinasi tahap ama"
"320","Netral","habis vaksin sinovac gebuk gelora"
"323","Netral","wagub inga inga efektif sinovac guru guru mendap"
"324","Positif","vaksin sinovac oke lemesin lengan bismillah kak nakes suntik vaksin lengan"
"325","Positif","lu beda jenis vaksin bikin ribet bgini vaksin woey udah abis"
"326","Netral","keluarga beda merk vaksin sinovac adek pfizer astrazeneca kakak moderna semu"
"328","Positif","indonesia terima juta dosis vaksin dukung r sinovac"
"329","Positif","efektif sinovac guru guru vaksin booster"
"330","Negatif","tidak vaksin ama astrazeneca sinovac trauma banget abis vaksin astrazeneca rada nyiksa"
"333","Netral","abis vaksin pegal ngantuk doang sih malemnya ngomong ngomong sinovac dapetnya"
"334","Netral","sinovac vaksin ama lengan bekas vaksin pegal doang vaksin tidak efek samsek"
"335","Positif","efektif sinovac guru guru jakaa vaksin booster"
"336","Positif","vaksin udah h ngantuk mulu pegal badan efek gin"
"337","Positif","efektif sinovac guru guru jakaa vaksin booster unt"
"338","Positif","layan vaksinasi vaksin sinovac dosis dosis kuo"
"339","Netral","efektif sinovac guru guru jakaa"
"340","Netral","vaksinasi massal covid ajar smp s a masyarakat porseapelaksanakan suntik vaksin"
"341","Netral","efektif sinovac guru guru jakaa har"
"342","Netral","efektif sinovac guru guru jakaa va"
"343","Positif","preston kak vaksin dosis sinovacastra bisaaaa"
"344","Negatif","lisa pke vaksin sinovac kayak tidak bsa terbang neger"
"345","Positif","ayo hadir gerai vaksin tni polri laksana"
"347","Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"349","Netral","orang ikut vaksin pfizer tahap orang ikut vaksin sinovac tahap ama gedung s"
"350","Netral","warga ikut vaksin pfizer sinovac puskesmas wanasari"
"351","Positif","teliti booster vaksin pfizer bukti manjur sinovac"
"352","Positif","kalaudari sedia biofarma produksi udah beli biang vaksin coldchain tidak"
"353","Netral","vaksin astrazeneca sinovac dosis langsung tancap gas preston yaaaa"
"354","Positif","informasi vaksinasi setiajaya toyota cimanggis depok periode jenis vaksin"
"355","Netral","aman datang vaksin sinovac jakaa pesawat lion air jt bawa"
"356","Netral","angka efikasi sinovac peran wave junijuli kontra vaksi"
"358","Netral","kedatngan vaksin sinovac bandara intl pesawat lion air jakaa"
"359","Positif","rangka ingat hut tni tni bais badan intelijen strategis gelontor vaksin jenis s"
"360","Netral","pkl sd babinsa desa tempursari serka maryadi laksana pen"
"361","Netral","jenis vaksin sinovac astrazeneca moderna"
"362","Netral","iya syarat masuk perancis deh kayak vaksin sinovac tidak berlaku pe"
"363","Positif","babinsa koramil margorejo u masgito bripka yusup catur gunawan laksana damping vaksinasi jenis"
"365","Positif","vaksinasi presisi lokasi desa batulayar barat desa lembah sari des"
"367","Netral","vaksin astrazeneca engah engah sept ou adekku sinovac"
"368","Positif","syukur keluarga vaksin sinovaccoronavac vaxzevria moderna moga paring sehat kabeh"
"369","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"370","Positif","kalausinovac sih laki pas vaksin ny telat minggu tidak kalaubelom jadwal vaksin tidak"
"371","Negatif","vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis syarat jadwal l"
"372","Netral","pahit manis ppv integrasi idcc shah alam beri vaksinasi"
"373","Netral","pimpin ipda edward daniel m kanit reskrim polsek kedungwaringin pkm karangsambung aparat desa"
"374","Positif","dosis vaksin sinovac sumut personil brimob awal"
"375","Positif","belum vaksin jenis vaksin sinovac"
"376","Netral","mohon informasi vaksin dosis sinovac area sidoarjo"
"377","Netral","bolehh kalauragu pending gapapa pei pas w vaksin sinovac ama tugas ngasi"
"378","Netral","unit binmas pimpin panit binnas aiptu parjiati babhinkamtibmas gayamharjo prambanan sleman laksana pe"
"379","Positif","ayo baca daftar negara izin wisatawan vaksin sinovac indonesia tidak"
"380","Negatif","vaksin covid kampus untag sinovac dosis gedung pkk pfizer dosis syarat jad"
"381","Positif","tidak vaksin k pas reddays vaksin sinovacefeknya ngantuk laper"
"383","Positif","tetiba announce offline conce pastuuu intl gemar join kecuali vaksin sinovac je join k"
"384","Netral","lu vaksin pfizer sinovac doang eh under"
"385","Negatif","alergi berat hipeensi kolesterol alhamdulillah vaksin sinovac lengkap baik skr"
"386","Positif","vaksin vaksin sinovac vaksin vaksin jenis naikin lengan baju"
"387","Negatif","jadi nyata pupu nikah jerman orang jerman tolak vaksin sinovac lurah"
"390","Positif","informasi vaksin gratis kota palangkaraya kalimantan sinovac"
"391","Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"394","Negatif","asma udah vaksin sinovac kali badan nyeri demam"
"395","Positif","kapolsek jatibarang forkopimcam monitoring laksana vaksinasi dosis i mts assysyafiiyah"
"396","Positif","vaksin sinovac astrazeneca moderna pfizer posko vaksinasi psi jakaa sedia empat jenis vaksin sebu"
"398","Negatif","vaksin dosis astrazeneca sinovac"
"399","Negatif","alergi berat hipeensi kolesterol alhamdulillah vaksin sinovac lengkap baik sam"
"400","Positif","belum vaksin jenis vaksin sinovac"
"401","Negatif","iya full ikut anjuran pemerintah sinovac kak nami respon tubuh ku nyeri"
"402","Netral","heh informasi vaksin sinovac dosis ning kabupatenkota madiun slur"
"404","Positif","vaksin moderna tidak pilih sinovac pfizer astrazeneca booster vaksin covid a"
"405","Negatif","informasi vaksin malang ooo kak astrazeneca sinovac dosis informasi vaksin rumah clueless"
"406","Negatif","untuk tni nyuntikin vaksin sinovac set mo bilang bapak made my"
"408","Positif","vaksin jadwal camat ku belum rsud"
"410","Positif","sayang rumah bekas cipayung cibubur ayo vaksin sinovac astrazeneca universitas dian nusantara"
"411","Positif","benar soalny vaksin sinovac kah"
"412","Netral","vaksin selamat remaja bapa risau yakin anakanak k"
"413","Netral","patroli personil polsek jabiren raya cek aman vaksin sinovac"
"414","Netral","takpe vaksin sinovac campur pfizer"
"415","Negatif","biasakerja panas lagiaku sinovac wkwkwkallhamdulillah sinovac tidak efek samping tu"
"416","Positif","belum vaksin covid sedia indonesia anak jubir vaksinasi covi"
"417","Positif","cowok asma udah kali vaksin sinovac tidak ngefek apaapa kecuali ngantuk laper"
"418","Positif","ngomong ngomong pikir pikir syukur indonesia vaksin utama dosis banyak sinovac cerita temen suntik ast"
"419","Negatif","paksa sinovac efikasinya emang rendah negara lindung rakyat aneh"
"420","Positif","ayo vaksin informasi vaksin banjarmasin jadwal dosis sinovac ktp informasi"
"421","Positif","belum vaksinasi silah rsud kanjuruhan kabupaten malang program vaksinasi covid jenis vaksin sin"
"422","Positif","selamat pakbu bea polsek mergangsannkecamatan mergangsann adakan vaksinasi"
"423","Positif","vaksin kepengen vaksin astrazeneca sinovac tidak apaapa vaksin"
"425","Positif","vaksin sinovac kali tu ngantri rame banget"
"426","Netral","antri vaksin dom antri banding dufan plsss kenapaaa susah banget vaksin sinovac dom"
"429","Netral","kerja vaksin sinovac"
"430","Positif","addition ditmpt tdi vaksin moderna sinovac vaksin moderna kasi paracetamol tpi"
"431","Negatif","sinovac vs moderna"
"432","Positif","jenis vaksin vaksin sinovac astrazeneca pfizer moderna nb i cant mentioned all of types but this is terminal"
"433","Positif","daftar link daftar"
"434","Positif","buka sempat vaksin dosis sinovac khusus warga ktp sukoharjo vaksin"
"435","Positif","vaksin jenis graph sibu case spike vaksin jenis sinovac didn"
"436","Netral","vaksin sinovac umur kah"
"437","Netral","oalah kalah orang desa kayak alhamdulillah kali vaksin sinovac tidak efek biasa"
"438","Negatif","haha iyaa its okey kayak sinovac teknis kak baiklahh huhu"
"439","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid"
"442","Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c moderna sinovac tunda ayan"
"443","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ilang"
"444","Netral","informasi daftar vaksinasi covid poliklinik vaksin rsud kelet layan vaksinasi covid sinovac a"
"445","Netral","ayo massal jenis vaksin sinovac"
"446","Positif","buka daftar vaksinasi galeri as studio hanafi periode jenis vaks"
"448","Netral","informasi vaksin dosis sinovac area klaten jogj tidak sie"
"449","Negatif","sleman komando distrik militer sleman bekerjasama aparat kait stakeholder melaksanak"
"450","Positif","dibalerame dibatalin vaksinasi stadion jalak harupat vaksin sinovac"
"451","Negatif","gapapa vaksin sinovac"
"452","Netral","jadwal daftar pesea vaksin sinovac polres magelang"
